target,step,module,model_head,candidate,n_components,cv_n,cv_rmse,cv_mae,cv_bias,cv_r2,cv_spearman_r,cv_rounded_within_1_step_pct,cv_rounded_over_1_step_pct,cv_tolerance_loss,cv_step_mse,cv_step_mae,cv_low_n,cv_low_rmse,first_n,process_weight,logistic_c,pooling
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls10_ptime0p25_C1_poolprob_mean,10,46,1.0834726777719228,0.8260869565217391,-0.17391304347826086,0.7984420642648491,0.914925949673868,86.95652173913044,13.043478260869565,0.2543478260869566,1.173913043478261,0.8260869565217391,27,1.1706281947614154,15.0,0.25,1.0,prob_mean
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls8_ptime1_C1_poolprob_mean,8,46,1.103354568734741,0.8695652173913043,-0.21739130434782608,0.7909769555339176,0.9075064927024937,86.95652173913044,13.043478260869565,0.2565217391304348,1.2173913043478262,0.8695652173913043,27,1.0540925533894598,15.0,1.0,1.0,prob_mean
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls8_ptime0p25_C0p3_poolprob_mean,8,46,1.1131623577819225,0.8913043478260869,-0.2826086956521739,0.7872444011684517,0.9218663067484685,86.95652173913044,13.043478260869565,0.2576086956521739,1.2391304347826086,0.8913043478260869,27,1.0363754503432017,15.0,0.25,0.3,prob_mean
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls10_ptime1_C0p3_poolprob_mean,10,46,1.1515584902738285,0.9347826086956522,-0.2391304347826087,0.7723141837065888,0.896980482445553,80.43478260869566,19.565217391304348,0.2619565217391305,1.326086956521739,0.9347826086956522,27,1.1706281947614154,15.0,1.0,0.3,prob_mean
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls6_ptime0p5_C3_poolprob_mean,6,46,1.0215078369104984,0.6956521739130435,-0.21739130434782608,0.8208373904576436,0.9194680785862663,91.30434782608695,8.695652173913043,0.2695652173913044,1.0434782608695652,0.6956521739130435,27,1.0183501544346312,15.0,0.5,3.0,prob_mean
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls6_ptime0p5_C1_poolprob_mean,6,46,1.0934588121703732,0.8043478260869565,-0.2391304347826087,0.7947095098993833,0.9096750460681305,84.78260869565217,15.217391304347828,0.2771739130434783,1.1956521739130435,0.8043478260869565,27,1.0540925533894598,15.0,0.5,1.0,prob_mean
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls8_ptime1_C3_poolprob_mean,8,46,1.1131623577819225,0.8478260869565217,-0.2391304347826087,0.7872444011684517,0.9030731032632033,84.78260869565217,15.217391304347828,0.2793478260869566,1.2391304347826086,0.8478260869565217,27,1.1055415967851334,15.0,1.0,3.0,prob_mean
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls8_ptime1_C0p3_poolprob_mean,8,46,1.1420804814403216,0.9130434782608695,-0.17391304347826086,0.7760467380720545,0.8976491815810768,84.78260869565217,15.217391304347828,0.282608695652174,1.3043478260869565,0.9130434782608695,27,1.0715167512214394,15.0,1.0,0.3,prob_mean
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls10_ptime1_C1_poolprob_mean,10,46,1.1609591237233643,0.9130434782608695,-0.21739130434782608,0.768581629341123,0.8940989301525955,82.6086956521739,17.391304347826086,0.3065217391304348,1.3478260869565217,0.9130434782608695,27,1.2171612389003692,15.0,1.0,1.0,prob_mean
eHA,H2,P0 + process-time + HA-aware readout,ordinal-threshold probability,eHA_H2_first15_pls10_ptime1_C3_poolprob_mean,10,46,1.170284246408241,0.8913043478260869,-0.15217391304347827,0.7648490749756572,0.8883197353223468,80.43478260869566,19.565217391304348,0.32934782608695656,1.3695652173913044,0.8913043478260869,27,1.2619796324000607,15.0,1.0,3.0,prob_mean
